Id;Title;Url;DatasetId;Id;Identifier;Title;Description;Modified;ReleaseDate;ModificationDate;Language;TemporalCoverage;Authority;Catalog;Publisher;ContactPoint;Version;VersionNotes;VersionReason;Frequency;Status;ObservationCount;ObservationsModified;DatasetType;GraphTypes;DatasetIdentifier;DataProviderId;DataProviderId;License;Source;Summary;LongDescription
0;"Inkomen van huishoudens; kenmerken, regio (indeling 2023)";https://opendata.cbs.nl/statline/#/CBS/nl/dataset/85711NED;;;;;;01-01-0001 00:00:00;01-01-0001 00:00:00;01-01-0001 00:00:00;;;;;;;;;;;;0;01-01-0001 00:00:00;;;;;;;;;
0;"Inkomen van personen; kenmerken, regio (indeling 2023)";https://opendata.cbs.nl/statline/#/CBS/nl/dataset/85712NED;;;;;;01-01-0001 00:00:00;01-01-0001 00:00:00;01-01-0001 00:00:00;;;;;;;;;;;;0;01-01-0001 00:00:00;;;;;;;;;
0;"Laag en langdurig laag inkomen; huishoudenskenmerken, regio (indeling 2024)";https://opendata.cbs.nl/statline/#/CBS/nl/dataset/86006NED;;;;;;01-01-0001 00:00:00;01-01-0001 00:00:00;01-01-0001 00:00:00;;;;;;;;;;;;0;01-01-0001 00:00:00;;;;;;;;;
0;Inkomen en bestedingen;https://www.cbs.nl/nl-nl/arbeid-en-inkomen/inkomen-en-bestedingen;;;;;;01-01-0001 00:00:00;01-01-0001 00:00:00;01-01-0001 00:00:00;;;;;;;;;;;;0;01-01-0001 00:00:00;;;;;;;;;
