Identifier;DimensionGroupId;DimensionId;Index;Title;Description
A028721;;DuurInkomenspositie;1;Ten minste 1 jaar;De duur geeft aan hoeveel opeenvolgende jaren personen of huishoudens tot de geselecteerde categorie met kans op armoede behoren.
A028724;;DuurInkomenspositie;2;Vier jaar of langer;De duur geeft aan hoeveel opeenvolgende jaren personen of huishoudens tot de geselecteerde categorie met kans op armoede behoren.
