Id;Measure;KenmerkenVanHuishoudens;InkomensgrensHuishouden;DuurInkomenspositie;Perioden;Value;StringValue;ValueAttribute
5055;1050010_2;A025342;A043008;A028724;2022JJ00;4,5;;None
5056;1050010_1;A025342;A043008;A028724;2023JJ00;40,2;;None
5057;1050010_2;A025342;A043008;A028724;2023JJ00;4,3;;None
5058;1050010_1;A025342;A043008;A028724;2024JJ00;38,1;;None
5059;1050010_2;A025342;A043008;A028724;2024JJ00;4;;None
5060;1050010_1;A025347;1050290;A028721;2011JJ00;113;;None
5061;1050010_2;A025347;1050290;A028721;2011JJ00;8,3;;None
5062;1050010_1;A025347;1050290;A028721;2012JJ00;128,7;;None
5063;1050010_2;A025347;1050290;A028721;2012JJ00;9,6;;None
5064;1050010_1;A025347;1050290;A028721;2013JJ00;140,1;;None
5065;1050010_2;A025347;1050290;A028721;2013JJ00;10,7;;None
5066;1050010_1;A025347;1050290;A028721;2014JJ00;133,5;;None
5067;1050010_2;A025347;1050290;A028721;2014JJ00;10,5;;None
5068;1050010_1;A025347;1050290;A028721;2015JJ00;125,7;;None
5069;1050010_2;A025347;1050290;A028721;2015JJ00;10,2;;None
5070;1050010_1;A025347;1050290;A028721;2016JJ00;115,4;;None
5071;1050010_2;A025347;1050290;A028721;2016JJ00;9,5;;None
5072;1050010_1;A025347;1050290;A028721;2017JJ00;111,4;;None
5073;1050010_2;A025347;1050290;A028721;2017JJ00;9,3;;None
5074;1050010_1;A025347;1050290;A028721;2018JJ00;106,3;;None
5075;1050010_2;A025347;1050290;A028721;2018JJ00;9;;None
5076;1050010_1;A025347;1050290;A028721;2019JJ00;98,9;;None
5077;1050010_2;A025347;1050290;A028721;2019JJ00;8,4;;None
5078;1050010_1;A025347;1050290;A028721;2020JJ00;87,7;;None
5079;1050010_2;A025347;1050290;A028721;2020JJ00;7,4;;None
5080;1050010_1;A025347;1050290;A028721;2021JJ00;82,4;;None
5081;1050010_2;A025347;1050290;A028721;2021JJ00;6,9;;None
5082;1050010_1;A025347;1050290;A028721;2022JJ00;50,3;;None
5083;1050010_2;A025347;1050290;A028721;2022JJ00;4,2;;None
5084;1050010_1;A025347;1050290;A028721;2023JJ00;49,1;;None
5085;1050010_2;A025347;1050290;A028721;2023JJ00;3,9;;None
5086;1050010_1;A025347;1050290;A028724;2011JJ00;34,6;;None
5087;1050010_2;A025347;1050290;A028724;2011JJ00;2,6;;None
5088;1050010_1;A025347;1050290;A028724;2012JJ00;38,2;;None
5089;1050010_2;A025347;1050290;A028724;2012JJ00;3;;None
5090;1050010_1;A025347;1050290;A028724;2013JJ00;42;;None
5091;1050010_2;A025347;1050290;A028724;2013JJ00;3,3;;None
5092;1050010_1;A025347;1050290;A028724;2014JJ00;42,6;;None
5093;1050010_2;A025347;1050290;A028724;2014JJ00;3,5;;None
5094;1050010_1;A025347;1050290;A028724;2015JJ00;46,6;;None
5095;1050010_2;A025347;1050290;A028724;2015JJ00;4;;None
5096;1050010_1;A025347;1050290;A028724;2016JJ00;46,9;;None
5097;1050010_2;A025347;1050290;A028724;2016JJ00;4,1;;None
5098;1050010_1;A025347;1050290;A028724;2017JJ00;45,6;;None
5099;1050010_2;A025347;1050290;A028724;2017JJ00;4,1;;None
5100;1050010_1;A025347;1050290;A028724;2018JJ00;44,7;;None
5101;1050010_2;A025347;1050290;A028724;2018JJ00;4,1;;None
5102;1050010_1;A025347;1050290;A028724;2019JJ00;43,2;;None
5103;1050010_2;A025347;1050290;A028724;2019JJ00;3,9;;None
5104;1050010_1;A025347;1050290;A028724;2020JJ00;38,8;;None
5105;1050010_2;A025347;1050290;A028724;2020JJ00;3,5;;None
5106;1050010_1;A025347;1050290;A028724;2021JJ00;36,8;;None
5107;1050010_2;A025347;1050290;A028724;2021JJ00;3,3;;None
5108;1050010_1;A025347;1050290;A028724;2022JJ00;17;;None
5109;1050010_2;A025347;1050290;A028724;2022JJ00;1,5;;None
5110;1050010_1;A025347;1050290;A028724;2023JJ00;11,4;;None
5111;1050010_2;A025347;1050290;A028724;2023JJ00;1;;None
5112;1050010_1;A025347;A043009;A028721;2011JJ00;93,1;;None
5113;1050010_2;A025347;A043009;A028721;2011JJ00;6,8;;None
5114;1050010_1;A025347;A043009;A028721;2012JJ00;98,8;;None
5115;1050010_2;A025347;A043009;A028721;2012JJ00;7,4;;None
5116;1050010_1;A025347;A043009;A028721;2013JJ00;100,5;;None
5117;1050010_2;A025347;A043009;A028721;2013JJ00;7,7;;None
5118;1050010_1;A025347;A043009;A028721;2014JJ00;99,2;;None
5119;1050010_2;A025347;A043009;A028721;2014JJ00;7,8;;None
5120;1050010_1;A025347;A043009;A028721;2015JJ00;91,1;;None
5121;1050010_2;A025347;A043009;A028721;2015JJ00;7,4;;None
5122;1050010_1;A025347;A043009;A028721;2016JJ00;88;;None
5123;1050010_2;A025347;A043009;A028721;2016JJ00;7,3;;None
5124;1050010_1;A025347;A043009;A028721;2017JJ00;82,9;;None
5125;1050010_2;A025347;A043009;A028721;2017JJ00;6,9;;None
5126;1050010_1;A025347;A043009;A028721;2018JJ00;77,3;;None
5127;1050010_2;A025347;A043009;A028721;2018JJ00;6,6;;None
5128;1050010_1;A025347;A043009;A028721;2019JJ00;73,2;;None
5129;1050010_2;A025347;A043009;A028721;2019JJ00;6,2;;None
5130;1050010_1;A025347;A043009;A028721;2020JJ00;73,6;;None
5131;1050010_2;A025347;A043009;A028721;2020JJ00;6,2;;None
5132;1050010_1;A025347;A043009;A028721;2021JJ00;68,9;;None
5133;1050010_2;A025347;A043009;A028721;2021JJ00;5,8;;None
5134;1050010_1;A025347;A043009;A028721;2022JJ00;65,8;;None
5135;1050010_2;A025347;A043009;A028721;2022JJ00;5,4;;None
5136;1050010_1;A025347;A043009;A028721;2023JJ00;68,1;;None
5137;1050010_2;A025347;A043009;A028721;2023JJ00;5,5;;None
5138;1050010_1;A025347;A043009;A028721;2024JJ00;67,9;;None
5139;1050010_2;A025347;A043009;A028721;2024JJ00;5,4;;None
5140;1050010_1;A025347;A043009;A028724;2011JJ00;19,6;;None
5141;1050010_2;A025347;A043009;A028724;2011JJ00;1,5;;None
5142;1050010_1;A025347;A043009;A028724;2012JJ00;23;;None
5143;1050010_2;A025347;A043009;A028724;2012JJ00;1,8;;None
5144;1050010_1;A025347;A043009;A028724;2013JJ00;25,1;;None
5145;1050010_2;A025347;A043009;A028724;2013JJ00;2;;None
5146;1050010_1;A025347;A043009;A028724;2014JJ00;26,5;;None
5147;1050010_2;A025347;A043009;A028724;2014JJ00;2,2;;None
5148;1050010_1;A025347;A043009;A028724;2015JJ00;26,4;;None
5149;1050010_2;A025347;A043009;A028724;2015JJ00;2,2;;None
5150;1050010_1;A025347;A043009;A028724;2016JJ00;27,1;;None
5151;1050010_2;A025347;A043009;A028724;2016JJ00;2,4;;None
5152;1050010_1;A025347;A043009;A028724;2017JJ00;27,4;;None
5153;1050010_2;A025347;A043009;A028724;2017JJ00;2,4;;None
5154;1050010_1;A025347;A043009;A028724;2018JJ00;27,4;;None
5155;1050010_2;A025347;A043009;A028724;2018JJ00;2,5;;None
5156;1050010_1;A025347;A043009;A028724;2019JJ00;27,2;;None
5157;1050010_2;A025347;A043009;A028724;2019JJ00;2,5;;None
5158;1050010_1;A025347;A043009;A028724;2020JJ00;27,9;;None
5159;1050010_2;A025347;A043009;A028724;2020JJ00;2,5;;None
5160;1050010_1;A025347;A043009;A028724;2021JJ00;27;;None
5161;1050010_2;A025347;A043009;A028724;2021JJ00;2,4;;None
5162;1050010_1;A025347;A043009;A028724;2022JJ00;25,5;;None
5163;1050010_2;A025347;A043009;A028724;2022JJ00;2,3;;None
5164;1050010_1;A025347;A043009;A028724;2023JJ00;24,7;;None
5165;1050010_2;A025347;A043009;A028724;2023JJ00;2,2;;None
5166;1050010_1;A025347;A043009;A028724;2024JJ00;24;;None
5167;1050010_2;A025347;A043009;A028724;2024JJ00;2,1;;None
5168;1050010_1;A025347;A043007;A028721;2011JJ00;135,3;;None
5169;1050010_2;A025347;A043007;A028721;2011JJ00;9,9;;None
5170;1050010_1;A025347;A043007;A028721;2012JJ00;141;;None
5171;1050010_2;A025347;A043007;A028721;2012JJ00;10,5;;None
5172;1050010_1;A025347;A043007;A028721;2013JJ00;142,5;;None
5173;1050010_2;A025347;A043007;A028721;2013JJ00;10,9;;None
5174;1050010_1;A025347;A043007;A028721;2014JJ00;140,9;;None
5175;1050010_2;A025347;A043007;A028721;2014JJ00;11;;None
5176;1050010_1;A025347;A043007;A028721;2015JJ00;130,9;;None
5177;1050010_2;A025347;A043007;A028721;2015JJ00;10,6;;None
5178;1050010_1;A025347;A043007;A028721;2016JJ00;126,3;;None
5179;1050010_2;A025347;A043007;A028721;2016JJ00;10,4;;None
5180;1050010_1;A025347;A043007;A028721;2017JJ00;121,6;;None
5181;1050010_2;A025347;A043007;A028721;2017JJ00;10,2;;None
5182;1050010_1;A025347;A043007;A028721;2018JJ00;114,8;;None
5183;1050010_2;A025347;A043007;A028721;2018JJ00;9,7;;None
5184;1050010_1;A025347;A043007;A028721;2019JJ00;110,7;;None
5185;1050010_2;A025347;A043007;A028721;2019JJ00;9,4;;None
5186;1050010_1;A025347;A043007;A028721;2020JJ00;111,4;;None
5187;1050010_2;A025347;A043007;A028721;2020JJ00;9,4;;None
5188;1050010_1;A025347;A043007;A028721;2021JJ00;106,9;;None
5189;1050010_2;A025347;A043007;A028721;2021JJ00;9;;None
5190;1050010_1;A025347;A043007;A028721;2022JJ00;103,3;;None
5191;1050010_2;A025347;A043007;A028721;2022JJ00;8,5;;None
5192;1050010_1;A025347;A043007;A028721;2023JJ00;107,3;;None
5193;1050010_2;A025347;A043007;A028721;2023JJ00;8,6;;None
5194;1050010_1;A025347;A043007;A028721;2024JJ00;107,6;;None
5195;1050010_2;A025347;A043007;A028721;2024JJ00;8,5;;None
5196;1050010_1;A025347;A043007;A028724;2011JJ00;47;;None
5197;1050010_2;A025347;A043007;A028724;2011JJ00;3,6;;None
5198;1050010_1;A025347;A043007;A028724;2012JJ00;52,3;;None
5199;1050010_2;A025347;A043007;A028724;2012JJ00;4,1;;None
5200;1050010_1;A025347;A043007;A028724;2013JJ00;56,6;;None
5201;1050010_2;A025347;A043007;A028724;2013JJ00;4,5;;None
5202;1050010_1;A025347;A043007;A028724;2014JJ00;56,3;;None
5203;1050010_2;A025347;A043007;A028724;2014JJ00;4,6;;None
5204;1050010_1;A025347;A043007;A028724;2015JJ00;55,6;;None
5205;1050010_2;A025347;A043007;A028724;2015JJ00;4,7;;None
5206;1050010_1;A025347;A043007;A028724;2016JJ00;56;;None
5207;1050010_2;A025347;A043007;A028724;2016JJ00;4,9;;None
5208;1050010_1;A025347;A043007;A028724;2017JJ00;56;;None
5209;1050010_2;A025347;A043007;A028724;2017JJ00;5;;None
5210;1050010_1;A025347;A043007;A028724;2018JJ00;55,3;;None
5211;1050010_2;A025347;A043007;A028724;2018JJ00;5;;None
5212;1050010_1;A025347;A043007;A028724;2019JJ00;55;;None
5213;1050010_2;A025347;A043007;A028724;2019JJ00;5;;None
5214;1050010_1;A025347;A043007;A028724;2020JJ00;56,6;;None
5215;1050010_2;A025347;A043007;A028724;2020JJ00;5,1;;None
5216;1050010_1;A025347;A043007;A028724;2021JJ00;55,9;;None
5217;1050010_2;A025347;A043007;A028724;2021JJ00;5;;None
5218;1050010_1;A025347;A043007;A028724;2022JJ00;54,1;;None
5219;1050010_2;A025347;A043007;A028724;2022JJ00;4,8;;None
5220;1050010_1;A025347;A043007;A028724;2023JJ00;53,2;;None
5221;1050010_2;A025347;A043007;A028724;2023JJ00;4,7;;None
5222;1050010_1;A025347;A043007;A028724;2024JJ00;51,7;;None
5223;1050010_2;A025347;A043007;A028724;2024JJ00;4,5;;None
5224;1050010_1;A025347;A043008;A028721;2011JJ00;163,8;;None
5225;1050010_2;A025347;A043008;A028721;2011JJ00;12;;None
5226;1050010_1;A025347;A043008;A028721;2012JJ00;169,3;;None
5227;1050010_2;A025347;A043008;A028721;2012JJ00;12,6;;None
5228;1050010_1;A025347;A043008;A028721;2013JJ00;170,8;;None
5229;1050010_2;A025347;A043008;A028721;2013JJ00;13,1;;None
5230;1050010_1;A025347;A043008;A028721;2014JJ00;167,7;;None
5231;1050010_2;A025347;A043008;A028721;2014JJ00;13,1;;None
5232;1050010_1;A025347;A043008;A028721;2015JJ00;155,7;;None
5233;1050010_2;A025347;A043008;A028721;2015JJ00;12,6;;None
5234;1050010_1;A025347;A043008;A028721;2016JJ00;149,2;;None
5235;1050010_2;A025347;A043008;A028721;2016JJ00;12,3;;None
5236;1050010_1;A025347;A043008;A028721;2017JJ00;143,8;;None
5237;1050010_2;A025347;A043008;A028721;2017JJ00;12,1;;None
5238;1050010_1;A025347;A043008;A028721;2018JJ00;136,3;;None
5239;1050010_2;A025347;A043008;A028721;2018JJ00;11,6;;None
5240;1050010_1;A025347;A043008;A028721;2019JJ00;131,9;;None
5241;1050010_2;A025347;A043008;A028721;2019JJ00;11,2;;None
5242;1050010_1;A025347;A043008;A028721;2020JJ00;132,6;;None
5243;1050010_2;A025347;A043008;A028721;2020JJ00;11,2;;None
5244;1050010_1;A025347;A043008;A028721;2021JJ00;127,6;;None
5245;1050010_2;A025347;A043008;A028721;2021JJ00;10,7;;None
5246;1050010_1;A025347;A043008;A028721;2022JJ00;122,6;;None
5247;1050010_2;A025347;A043008;A028721;2022JJ00;10,1;;None
5248;1050010_1;A025347;A043008;A028721;2023JJ00;128,9;;None
5249;1050010_2;A025347;A043008;A028721;2023JJ00;10,3;;None
5250;1050010_1;A025347;A043008;A028721;2024JJ00;130,8;;None
5251;1050010_2;A025347;A043008;A028721;2024JJ00;10,3;;None
5252;1050010_1;A025347;A043008;A028724;2011JJ00;70,1;;None
5253;1050010_2;A025347;A043008;A028724;2011JJ00;5,4;;None
5254;1050010_1;A025347;A043008;A028724;2012JJ00;76,1;;None
5255;1050010_2;A025347;A043008;A028724;2012JJ00;5,9;;None
5256;1050010_1;A025347;A043008;A028724;2013JJ00;79,8;;None
5257;1050010_2;A025347;A043008;A028724;2013JJ00;6,4;;None
5258;1050010_1;A025347;A043008;A028724;2014JJ00;75,2;;None
5259;1050010_2;A025347;A043008;A028724;2014JJ00;6,2;;None
5260;1050010_1;A025347;A043008;A028724;2015JJ00;73,8;;None
5261;1050010_2;A025347;A043008;A028724;2015JJ00;6,3;;None
5262;1050010_1;A025347;A043008;A028724;2016JJ00;73,2;;None
5263;1050010_2;A025347;A043008;A028724;2016JJ00;6,4;;None
5264;1050010_1;A025347;A043008;A028724;2017JJ00;72,7;;None
5265;1050010_2;A025347;A043008;A028724;2017JJ00;6,5;;None
5266;1050010_1;A025347;A043008;A028724;2018JJ00;71,2;;None
5267;1050010_2;A025347;A043008;A028724;2018JJ00;6,5;;None
5268;1050010_1;A025347;A043008;A028724;2019JJ00;70,6;;None
5269;1050010_2;A025347;A043008;A028724;2019JJ00;6,5;;None
5270;1050010_1;A025347;A043008;A028724;2020JJ00;72;;None
5271;1050010_2;A025347;A043008;A028724;2020JJ00;6,5;;None
5272;1050010_1;A025347;A043008;A028724;2021JJ00;70,9;;None
5273;1050010_2;A025347;A043008;A028724;2021JJ00;6,4;;None
5274;1050010_1;A025347;A043008;A028724;2022JJ00;68,4;;None
5275;1050010_2;A025347;A043008;A028724;2022JJ00;6,1;;None
5276;1050010_1;A025347;A043008;A028724;2023JJ00;67,4;;None
5277;1050010_2;A025347;A043008;A028724;2023JJ00;5,9;;None
5278;1050010_1;A025347;A043008;A028724;2024JJ00;66,9;;None
5279;1050010_2;A025347;A043008;A028724;2024JJ00;5,8;;None
5280;1050010_1;A025350;1050290;A028721;2011JJ00;107,7;;None
5281;1050010_2;A025350;1050290;A028721;2011JJ00;7,4;;None
5282;1050010_1;A025350;1050290;A028721;2012JJ00;124,8;;None
5283;1050010_2;A025350;1050290;A028721;2012JJ00;8,4;;None
5284;1050010_1;A025350;1050290;A028721;2013JJ00;141;;None
5285;1050010_2;A025350;1050290;A028721;2013JJ00;9,4;;None
5286;1050010_1;A025350;1050290;A028721;2014JJ00;138,5;;None
5287;1050010_2;A025350;1050290;A028721;2014JJ00;9,2;;None
5288;1050010_1;A025350;1050290;A028721;2015JJ00;139,5;;None
5289;1050010_2;A025350;1050290;A028721;2015JJ00;9,2;;None
5290;1050010_1;A025350;1050290;A028721;2016JJ00;134,4;;None
5291;1050010_2;A025350;1050290;A028721;2016JJ00;8,8;;None
5292;1050010_1;A025350;1050290;A028721;2017JJ00;132,3;;None
5293;1050010_2;A025350;1050290;A028721;2017JJ00;8,7;;None
5294;1050010_1;A025350;1050290;A028721;2018JJ00;128,9;;None
5295;1050010_2;A025350;1050290;A028721;2018JJ00;8,5;;None
5296;1050010_1;A025350;1050290;A028721;2019JJ00;119,8;;None
5297;1050010_2;A025350;1050290;A028721;2019JJ00;8;;None
5298;1050010_1;A025350;1050290;A028721;2020JJ00;106,8;;None
5299;1050010_2;A025350;1050290;A028721;2020JJ00;7,3;;None
5300;1050010_1;A025350;1050290;A028721;2021JJ00;98,4;;None
5301;1050010_2;A025350;1050290;A028721;2021JJ00;6,8;;None
5302;1050010_1;A025350;1050290;A028721;2022JJ00;60,3;;None
5303;1050010_2;A025350;1050290;A028721;2022JJ00;4,3;;None
5304;1050010_1;A025350;1050290;A028721;2023JJ00;49,1;;None
5305;1050010_2;A025350;1050290;A028721;2023JJ00;3,5;;None
5306;1050010_1;A025350;1050290;A028724;2011JJ00;38,1;;None
5307;1050010_2;A025350;1050290;A028724;2011JJ00;2,7;;None
5308;1050010_1;A025350;1050290;A028724;2012JJ00;43,1;;None
5309;1050010_2;A025350;1050290;A028724;2012JJ00;3;;None
5310;1050010_1;A025350;1050290;A028724;2013JJ00;48,1;;None
5311;1050010_2;A025350;1050290;A028724;2013JJ00;3,3;;None
5312;1050010_1;A025350;1050290;A028724;2014JJ00;49,6;;None
5313;1050010_2;A025350;1050290;A028724;2014JJ00;3,4;;None
5314;1050010_1;A025350;1050290;A028724;2015JJ00;55,8;;None
5315;1050010_2;A025350;1050290;A028724;2015JJ00;3,8;;None
5316;1050010_1;A025350;1050290;A028724;2016JJ00;58,7;;None
5317;1050010_2;A025350;1050290;A028724;2016JJ00;4;;None
5318;1050010_1;A025350;1050290;A028724;2017JJ00;59;;None
5319;1050010_2;A025350;1050290;A028724;2017JJ00;4;;None
5320;1050010_1;A025350;1050290;A028724;2018JJ00;59,3;;None
5321;1050010_2;A025350;1050290;A028724;2018JJ00;4,1;;None
5322;1050010_1;A025350;1050290;A028724;2019JJ00;57,7;;None
5323;1050010_2;A025350;1050290;A028724;2019JJ00;4;;None
5324;1050010_1;A025350;1050290;A028724;2020JJ00;51,9;;None
5325;1050010_2;A025350;1050290;A028724;2020JJ00;3,7;;None
5326;1050010_1;A025350;1050290;A028724;2021JJ00;48,9;;None
5327;1050010_2;A025350;1050290;A028724;2021JJ00;3,5;;None
5328;1050010_1;A025350;1050290;A028724;2022JJ00;24,8;;None
5329;1050010_2;A025350;1050290;A028724;2022JJ00;1,8;;None
5330;1050010_1;A025350;1050290;A028724;2023JJ00;12,3;;None
5331;1050010_2;A025350;1050290;A028724;2023JJ00;0,9;;None
5332;1050010_1;A025350;A043009;A028721;2011JJ00;89,1;;None
5333;1050010_2;A025350;A043009;A028721;2011JJ00;6,1;;None
5334;1050010_1;A025350;A043009;A028721;2012JJ00;97,7;;None
5335;1050010_2;A025350;A043009;A028721;2012JJ00;6,6;;None
5336;1050010_1;A025350;A043009;A028721;2013JJ00;103,7;;None
5337;1050010_2;A025350;A043009;A028721;2013JJ00;6,9;;None
5338;1050010_1;A025350;A043009;A028721;2014JJ00;106,3;;None
5339;1050010_2;A025350;A043009;A028721;2014JJ00;7,1;;None
5340;1050010_1;A025350;A043009;A028721;2015JJ00;102,7;;None
5341;1050010_2;A025350;A043009;A028721;2015JJ00;6,8;;None
5342;1050010_1;A025350;A043009;A028721;2016JJ00;102,7;;None
5343;1050010_2;A025350;A043009;A028721;2016JJ00;6,7;;None
5344;1050010_1;A025350;A043009;A028721;2017JJ00;98,8;;None
5345;1050010_2;A025350;A043009;A028721;2017JJ00;6,5;;None
5346;1050010_1;A025350;A043009;A028721;2018JJ00;94,3;;None
5347;1050010_2;A025350;A043009;A028721;2018JJ00;6,2;;None
5348;1050010_1;A025350;A043009;A028721;2019JJ00;88,9;;None
5349;1050010_2;A025350;A043009;A028721;2019JJ00;5,9;;None
5350;1050010_1;A025350;A043009;A028721;2020JJ00;87,1;;None
5351;1050010_2;A025350;A043009;A028721;2020JJ00;5,9;;None
5352;1050010_1;A025350;A043009;A028721;2021JJ00;80,4;;None
5353;1050010_2;A025350;A043009;A028721;2021JJ00;5,6;;None
5354;1050010_1;A025350;A043009;A028721;2022JJ00;74,9;;None
5355;1050010_2;A025350;A043009;A028721;2022JJ00;5,3;;None
5356;1050010_1;A025350;A043009;A028721;2023JJ00;74,1;;None
5357;1050010_2;A025350;A043009;A028721;2023JJ00;5,3;;None
5358;1050010_1;A025350;A043009;A028721;2024JJ00;70,4;;None
5359;1050010_2;A025350;A043009;A028721;2024JJ00;5,1;;None
5360;1050010_1;A025350;A043009;A028724;2011JJ00;22,2;;None
5361;1050010_2;A025350;A043009;A028724;2011JJ00;1,6;;None
5362;1050010_1;A025350;A043009;A028724;2012JJ00;27,1;;None
5363;1050010_2;A025350;A043009;A028724;2012JJ00;1,9;;None
5364;1050010_1;A025350;A043009;A028724;2013JJ00;30,1;;None
5365;1050010_2;A025350;A043009;A028724;2013JJ00;2,1;;None
5366;1050010_1;A025350;A043009;A028724;2014JJ00;33;;None
5367;1050010_2;A025350;A043009;A028724;2014JJ00;2,3;;None
5368;1050010_1;A025350;A043009;A028724;2015JJ00;34,1;;None
5369;1050010_2;A025350;A043009;A028724;2015JJ00;2,3;;None
5370;1050010_1;A025350;A043009;A028724;2016JJ00;35,9;;None
5371;1050010_2;A025350;A043009;A028724;2016JJ00;2,4;;None
5372;1050010_1;A025350;A043009;A028724;2017JJ00;37;;None
5373;1050010_2;A025350;A043009;A028724;2017JJ00;2,5;;None
5374;1050010_1;A025350;A043009;A028724;2018JJ00;37,7;;None
5375;1050010_2;A025350;A043009;A028724;2018JJ00;2,6;;None
5376;1050010_1;A025350;A043009;A028724;2019JJ00;37,5;;None
5377;1050010_2;A025350;A043009;A028724;2019JJ00;2,6;;None
5378;1050010_1;A025350;A043009;A028724;2020JJ00;37,6;;None
5379;1050010_2;A025350;A043009;A028724;2020JJ00;2,7;;None
5380;1050010_1;A025350;A043009;A028724;2021JJ00;36,2;;None
5381;1050010_2;A025350;A043009;A028724;2021JJ00;2,6;;None
5382;1050010_1;A025350;A043009;A028724;2022JJ00;34,5;;None
5383;1050010_2;A025350;A043009;A028724;2022JJ00;2,5;;None
5384;1050010_1;A025350;A043009;A028724;2023JJ00;33,2;;None
5385;1050010_2;A025350;A043009;A028724;2023JJ00;2,5;;None
5386;1050010_1;A025350;A043009;A028724;2024JJ00;31,6;;None
5387;1050010_2;A025350;A043009;A028724;2024JJ00;2,4;;None
5388;1050010_1;A025350;A043007;A028721;2011JJ00;127,2;;None
5389;1050010_2;A025350;A043007;A028721;2011JJ00;8,7;;None
5390;1050010_1;A025350;A043007;A028721;2012JJ00;137;;None
5391;1050010_2;A025350;A043007;A028721;2012JJ00;9,2;;None
5392;1050010_1;A025350;A043007;A028721;2013JJ00;144,7;;None
5393;1050010_2;A025350;A043007;A028721;2013JJ00;9,7;;None
5394;1050010_1;A025350;A043007;A028721;2014JJ00;146,6;;None
5395;1050010_2;A025350;A043007;A028721;2014JJ00;9,8;;None
5396;1050010_1;A025350;A043007;A028721;2015JJ00;142,6;;None
5397;1050010_2;A025350;A043007;A028721;2015JJ00;9,4;;None
5398;1050010_1;A025350;A043007;A028721;2016JJ00;142,4;;None
5399;1050010_2;A025350;A043007;A028721;2016JJ00;9,4;;None
5400;1050010_1;A025350;A043007;A028721;2017JJ00;139,4;;None
5401;1050010_2;A025350;A043007;A028721;2017JJ00;9,1;;None
5402;1050010_1;A025350;A043007;A028721;2018JJ00;133,3;;None
5403;1050010_2;A025350;A043007;A028721;2018JJ00;8,8;;None
5404;1050010_1;A025350;A043007;A028721;2019JJ00;126,6;;None
5405;1050010_2;A025350;A043007;A028721;2019JJ00;8,5;;None
5406;1050010_1;A025350;A043007;A028721;2020JJ00;124,2;;None
5407;1050010_2;A025350;A043007;A028721;2020JJ00;8,5;;None
5408;1050010_1;A025350;A043007;A028721;2021JJ00;115,3;;None
5409;1050010_2;A025350;A043007;A028721;2021JJ00;8;;None
5410;1050010_1;A025350;A043007;A028721;2022JJ00;108,5;;None
5411;1050010_2;A025350;A043007;A028721;2022JJ00;7,7;;None
5412;1050010_1;A025350;A043007;A028721;2023JJ00;107,2;;None
5413;1050010_2;A025350;A043007;A028721;2023JJ00;7,7;;None
5414;1050010_1;A025350;A043007;A028721;2024JJ00;102,1;;None
5415;1050010_2;A025350;A043007;A028721;2024JJ00;7,5;;None
5416;1050010_1;A025350;A043007;A028724;2011JJ00;49,7;;None
5417;1050010_2;A025350;A043007;A028724;2011JJ00;3,5;;None
5418;1050010_1;A025350;A043007;A028724;2012JJ00;56,6;;None
5419;1050010_2;A025350;A043007;A028724;2012JJ00;3,9;;None
5420;1050010_1;A025350;A043007;A028724;2013JJ00;62,1;;None
5421;1050010_2;A025350;A043007;A028724;2013JJ00;4,3;;None
5422;1050010_1;A025350;A043007;A028724;2014JJ00;63,1;;None
5423;1050010_2;A025350;A043007;A028724;2014JJ00;4,3;;None
5424;1050010_1;A025350;A043007;A028724;2015JJ00;64,6;;None
5425;1050010_2;A025350;A043007;A028724;2015JJ00;4,4;;None
5426;1050010_1;A025350;A043007;A028724;2016JJ00;66,7;;None
5427;1050010_2;A025350;A043007;A028724;2016JJ00;4,5;;None
5428;1050010_1;A025350;A043007;A028724;2017JJ00;68;;None
5429;1050010_2;A025350;A043007;A028724;2017JJ00;4,6;;None
5430;1050010_1;A025350;A043007;A028724;2018JJ00;67,9;;None
5431;1050010_2;A025350;A043007;A028724;2018JJ00;4,7;;None
5432;1050010_1;A025350;A043007;A028724;2019JJ00;67;;None
5433;1050010_2;A025350;A043007;A028724;2019JJ00;4,7;;None
5434;1050010_1;A025350;A043007;A028724;2020JJ00;66,7;;None
5435;1050010_2;A025350;A043007;A028724;2020JJ00;4,7;;None
5436;1050010_1;A025350;A043007;A028724;2021JJ00;63,6;;None
5437;1050010_2;A025350;A043007;A028724;2021JJ00;4,6;;None
5438;1050010_1;A025350;A043007;A028724;2022JJ00;60,6;;None
5439;1050010_2;A025350;A043007;A028724;2022JJ00;4,5;;None
5440;1050010_1;A025350;A043007;A028724;2023JJ00;58,1;;None
5441;1050010_2;A025350;A043007;A028724;2023JJ00;4,4;;None
5442;1050010_1;A025350;A043007;A028724;2024JJ00;55,2;;None
5443;1050010_2;A025350;A043007;A028724;2024JJ00;4,3;;None
5444;1050010_1;A025350;A043008;A028721;2011JJ00;154,8;;None
5445;1050010_2;A025350;A043008;A028721;2011JJ00;10,6;;None
5446;1050010_1;A025350;A043008;A028721;2012JJ00;165,9;;None
5447;1050010_2;A025350;A043008;A028721;2012JJ00;11,2;;None
5448;1050010_1;A025350;A043008;A028721;2013JJ00;174,4;;None
5449;1050010_2;A025350;A043008;A028721;2013JJ00;11,7;;None
5450;1050010_1;A025350;A043008;A028721;2014JJ00;175,3;;None
5451;1050010_2;A025350;A043008;A028721;2014JJ00;11,7;;None
5452;1050010_1;A025350;A043008;A028721;2015JJ00;170;;None
5453;1050010_2;A025350;A043008;A028721;2015JJ00;11,3;;None
5454;1050010_1;A025350;A043008;A028721;2016JJ00;168,9;;None
