Id;Measure;KenmerkenVanHuishoudens;InkomensgrensHuishouden;DuurInkomenspositie;Perioden;Value;StringValue;ValueAttribute
0;1050010_1;1050010;1050290;A028721;2011JJ00;481,8;;None
1;1050010_2;1050010;1050290;A028721;2011JJ00;6,9;;None
2;1050010_1;1050010;1050290;A028721;2012JJ00;562,3;;None
3;1050010_2;1050010;1050290;A028721;2012JJ00;8;;None
4;1050010_1;1050010;1050290;A028721;2013JJ00;630,4;;None
5;1050010_2;1050010;1050290;A028721;2013JJ00;8,9;;None
6;1050010_1;1050010;1050290;A028721;2014JJ00;607,9;;None
7;1050010_2;1050010;1050290;A028721;2014JJ00;8,5;;None
8;1050010_1;1050010;1050290;A028721;2015JJ00;589,9;;None
9;1050010_2;1050010;1050290;A028721;2015JJ00;8,2;;None
10;1050010_1;1050010;1050290;A028721;2016JJ00;572,2;;None
11;1050010_2;1050010;1050290;A028721;2016JJ00;7,9;;None
12;1050010_1;1050010;1050290;A028721;2017JJ00;581,1;;None
13;1050010_2;1050010;1050290;A028721;2017JJ00;7,9;;None
14;1050010_1;1050010;1050290;A028721;2018JJ00;580,7;;None
15;1050010_2;1050010;1050290;A028721;2018JJ00;7,9;;None
16;1050010_1;1050010;1050290;A028721;2019JJ00;556,2;;None
17;1050010_2;1050010;1050290;A028721;2019JJ00;7,5;;None
18;1050010_1;1050010;1050290;A028721;2020JJ00;509,4;;None
19;1050010_2;1050010;1050290;A028721;2020JJ00;6,8;;None
20;1050010_1;1050010;1050290;A028721;2021JJ00;478,4;;None
21;1050010_2;1050010;1050290;A028721;2021JJ00;6,3;;None
22;1050010_1;1050010;1050290;A028721;2022JJ00;320,6;;None
23;1050010_2;1050010;1050290;A028721;2022JJ00;4,2;;None
24;1050010_1;1050010;1050290;A028721;2023JJ00;282,3;;None
25;1050010_2;1050010;1050290;A028721;2023JJ00;3,6;;None
26;1050010_1;1050010;1050290;A028724;2011JJ00;144,3;;None
27;1050010_2;1050010;1050290;A028724;2011JJ00;2,2;;None
28;1050010_1;1050010;1050290;A028724;2012JJ00;160,5;;None
29;1050010_2;1050010;1050290;A028724;2012JJ00;2,4;;None
30;1050010_1;1050010;1050290;A028724;2013JJ00;179,8;;None
31;1050010_2;1050010;1050290;A028724;2013JJ00;2,7;;None
32;1050010_1;1050010;1050290;A028724;2014JJ00;185,1;;None
33;1050010_2;1050010;1050290;A028724;2014JJ00;2,7;;None
34;1050010_1;1050010;1050290;A028724;2015JJ00;209,5;;None
35;1050010_2;1050010;1050290;A028724;2015JJ00;3,1;;None
36;1050010_1;1050010;1050290;A028724;2016JJ00;220,6;;None
37;1050010_2;1050010;1050290;A028724;2016JJ00;3,2;;None
38;1050010_1;1050010;1050290;A028724;2017JJ00;223,9;;None
39;1050010_2;1050010;1050290;A028724;2017JJ00;3,3;;None
40;1050010_1;1050010;1050290;A028724;2018JJ00;230,1;;None
41;1050010_2;1050010;1050290;A028724;2018JJ00;3,3;;None
42;1050010_1;1050010;1050290;A028724;2019JJ00;234,5;;None
43;1050010_2;1050010;1050290;A028724;2019JJ00;3,4;;None
44;1050010_1;1050010;1050290;A028724;2020JJ00;220,6;;None
45;1050010_2;1050010;1050290;A028724;2020JJ00;3,1;;None
46;1050010_1;1050010;1050290;A028724;2021JJ00;214,2;;None
47;1050010_2;1050010;1050290;A028724;2021JJ00;3;;None
48;1050010_1;1050010;1050290;A028724;2022JJ00;125,1;;None
49;1050010_2;1050010;1050290;A028724;2022JJ00;1,7;;None
50;1050010_1;1050010;1050290;A028724;2023JJ00;67,6;;None
51;1050010_2;1050010;1050290;A028724;2023JJ00;0,9;;None
52;1050010_1;1050010;A043009;A028721;2011JJ00;462,7;;None
53;1050010_2;1050010;A043009;A028721;2011JJ00;6,6;;None
54;1050010_1;1050010;A043009;A028721;2012JJ00;497,5;;None
55;1050010_2;1050010;A043009;A028721;2012JJ00;7;;None
56;1050010_1;1050010;A043009;A028721;2013JJ00;517,1;;None
57;1050010_2;1050010;A043009;A028721;2013JJ00;7,3;;None
58;1050010_1;1050010;A043009;A028721;2014JJ00;526,5;;None
59;1050010_2;1050010;A043009;A028721;2014JJ00;7,4;;None
60;1050010_1;1050010;A043009;A028721;2015JJ00;518,3;;None
61;1050010_2;1050010;A043009;A028721;2015JJ00;7,2;;None
62;1050010_1;1050010;A043009;A028721;2016JJ00;525,6;;None
63;1050010_2;1050010;A043009;A028721;2016JJ00;7,3;;None
64;1050010_1;1050010;A043009;A028721;2017JJ00;527,6;;None
65;1050010_2;1050010;A043009;A028721;2017JJ00;7,2;;None
66;1050010_1;1050010;A043009;A028721;2018JJ00;518,4;;None
67;1050010_2;1050010;A043009;A028721;2018JJ00;7;;None
68;1050010_1;1050010;A043009;A028721;2019JJ00;508,2;;None
69;1050010_2;1050010;A043009;A028721;2019JJ00;6,8;;None
70;1050010_1;1050010;A043009;A028721;2020JJ00;515,2;;None
71;1050010_2;1050010;A043009;A028721;2020JJ00;6,8;;None
72;1050010_1;1050010;A043009;A028721;2021JJ00;492,9;;None
73;1050010_2;1050010;A043009;A028721;2021JJ00;6,5;;None
74;1050010_1;1050010;A043009;A028721;2022JJ00;483,1;;None
75;1050010_2;1050010;A043009;A028721;2022JJ00;6,3;;None
76;1050010_1;1050010;A043009;A028721;2023JJ00;493,4;;None
77;1050010_2;1050010;A043009;A028721;2023JJ00;6,3;;None
78;1050010_1;1050010;A043009;A028721;2024JJ00;483,1;;None
79;1050010_2;1050010;A043009;A028721;2024JJ00;6,1;;None
80;1050010_1;1050010;A043009;A028724;2011JJ00;125,4;;None
81;1050010_2;1050010;A043009;A028724;2011JJ00;1,9;;None
82;1050010_1;1050010;A043009;A028724;2012JJ00;142,3;;None
83;1050010_2;1050010;A043009;A028724;2012JJ00;2,1;;None
84;1050010_1;1050010;A043009;A028724;2013JJ00;154,6;;None
85;1050010_2;1050010;A043009;A028724;2013JJ00;2,3;;None
86;1050010_1;1050010;A043009;A028724;2014JJ00;165,4;;None
87;1050010_2;1050010;A043009;A028724;2014JJ00;2,4;;None
88;1050010_1;1050010;A043009;A028724;2015JJ00;177,3;;None
89;1050010_2;1050010;A043009;A028724;2015JJ00;2,6;;None
90;1050010_1;1050010;A043009;A028724;2016JJ00;189,4;;None
91;1050010_2;1050010;A043009;A028724;2016JJ00;2,8;;None
92;1050010_1;1050010;A043009;A028724;2017JJ00;200,4;;None
93;1050010_2;1050010;A043009;A028724;2017JJ00;2,9;;None
94;1050010_1;1050010;A043009;A028724;2018JJ00;210;;None
95;1050010_2;1050010;A043009;A028724;2018JJ00;3;;None
96;1050010_1;1050010;A043009;A028724;2019JJ00;220,5;;None
97;1050010_2;1050010;A043009;A028724;2019JJ00;3,2;;None
98;1050010_1;1050010;A043009;A028724;2020JJ00;231,1;;None
99;1050010_2;1050010;A043009;A028724;2020JJ00;3,3;;None
100;1050010_1;1050010;A043009;A028724;2021JJ00;231;;None
101;1050010_2;1050010;A043009;A028724;2021JJ00;3,2;;None
102;1050010_1;1050010;A043009;A028724;2022JJ00;230,5;;None
103;1050010_2;1050010;A043009;A028724;2022JJ00;3,2;;None
104;1050010_1;1050010;A043009;A028724;2023JJ00;228,7;;None
105;1050010_2;1050010;A043009;A028724;2023JJ00;3,2;;None
106;1050010_1;1050010;A043009;A028724;2024JJ00;221,8;;None
107;1050010_2;1050010;A043009;A028724;2024JJ00;3;;None
108;1050010_1;1050010;A043007;A028721;2011JJ00;729,8;;None
109;1050010_2;1050010;A043007;A028721;2011JJ00;10,4;;None
110;1050010_1;1050010;A043007;A028721;2012JJ00;757,9;;None
111;1050010_2;1050010;A043007;A028721;2012JJ00;10,7;;None
112;1050010_1;1050010;A043007;A028721;2013JJ00;789,6;;None
113;1050010_2;1050010;A043007;A028721;2013JJ00;11,1;;None
114;1050010_1;1050010;A043007;A028721;2014JJ00;797,3;;None
115;1050010_2;1050010;A043007;A028721;2014JJ00;11,2;;None
116;1050010_1;1050010;A043007;A028721;2015JJ00;791,6;;None
117;1050010_2;1050010;A043007;A028721;2015JJ00;11;;None
118;1050010_1;1050010;A043007;A028721;2016JJ00;794,4;;None
119;1050010_2;1050010;A043007;A028721;2016JJ00;11;;None
120;1050010_1;1050010;A043007;A028721;2017JJ00;797,4;;None
121;1050010_2;1050010;A043007;A028721;2017JJ00;10,9;;None
122;1050010_1;1050010;A043007;A028721;2018JJ00;780,2;;None
123;1050010_2;1050010;A043007;A028721;2018JJ00;10,6;;None
124;1050010_1;1050010;A043007;A028721;2019JJ00;762,9;;None
125;1050010_2;1050010;A043007;A028721;2019JJ00;10,2;;None
126;1050010_1;1050010;A043007;A028721;2020JJ00;770,1;;None
127;1050010_2;1050010;A043007;A028721;2020JJ00;10,2;;None
128;1050010_1;1050010;A043007;A028721;2021JJ00;741,3;;None
129;1050010_2;1050010;A043007;A028721;2021JJ00;9,8;;None
130;1050010_1;1050010;A043007;A028721;2022JJ00;732;;None
131;1050010_2;1050010;A043007;A028721;2022JJ00;9,5;;None
132;1050010_1;1050010;A043007;A028721;2023JJ00;743,5;;None
133;1050010_2;1050010;A043007;A028721;2023JJ00;9,5;;None
134;1050010_1;1050010;A043007;A028721;2024JJ00;726,2;;None
135;1050010_2;1050010;A043007;A028721;2024JJ00;9,2;;None
136;1050010_1;1050010;A043007;A028724;2011JJ00;309,3;;None
137;1050010_2;1050010;A043007;A028724;2011JJ00;4,7;;None
138;1050010_1;1050010;A043007;A028724;2012JJ00;337,1;;None
139;1050010_2;1050010;A043007;A028724;2012JJ00;5;;None
140;1050010_1;1050010;A043007;A028724;2013JJ00;360,3;;None
141;1050010_2;1050010;A043007;A028724;2013JJ00;5,3;;None
142;1050010_1;1050010;A043007;A028724;2014JJ00;360,3;;None
143;1050010_2;1050010;A043007;A028724;2014JJ00;5,3;;None
144;1050010_1;1050010;A043007;A028724;2015JJ00;369;;None
145;1050010_2;1050010;A043007;A028724;2015JJ00;5,4;;None
146;1050010_1;1050010;A043007;A028724;2016JJ00;387,1;;None
147;1050010_2;1050010;A043007;A028724;2016JJ00;5,7;;None
148;1050010_1;1050010;A043007;A028724;2017JJ00;400,5;;None
149;1050010_2;1050010;A043007;A028724;2017JJ00;5,8;;None
150;1050010_1;1050010;A043007;A028724;2018JJ00;408,6;;None
151;1050010_2;1050010;A043007;A028724;2018JJ00;5,9;;None
152;1050010_1;1050010;A043007;A028724;2019JJ00;414,9;;None
153;1050010_2;1050010;A043007;A028724;2019JJ00;5,9;;None
154;1050010_1;1050010;A043007;A028724;2020JJ00;425,6;;None
155;1050010_2;1050010;A043007;A028724;2020JJ00;6;;None
156;1050010_1;1050010;A043007;A028724;2021JJ00;420,6;;None
157;1050010_2;1050010;A043007;A028724;2021JJ00;5,9;;None
158;1050010_1;1050010;A043007;A028724;2022JJ00;415,7;;None
159;1050010_2;1050010;A043007;A028724;2022JJ00;5,8;;None
160;1050010_1;1050010;A043007;A028724;2023JJ00;411,2;;None
161;1050010_2;1050010;A043007;A028724;2023JJ00;5,7;;None
162;1050010_1;1050010;A043007;A028724;2024JJ00;401,5;;None
163;1050010_2;1050010;A043007;A028724;2024JJ00;5,5;;None
164;1050010_1;1050010;A043008;A028721;2011JJ00;953,8;;None
165;1050010_2;1050010;A043008;A028721;2011JJ00;13,6;;None
166;1050010_1;1050010;A043008;A028721;2012JJ00;981;;None
167;1050010_2;1050010;A043008;A028721;2012JJ00;13,9;;None
168;1050010_1;1050010;A043008;A028721;2013JJ00;1019,8;;None
169;1050010_2;1050010;A043008;A028721;2013JJ00;14,3;;None
170;1050010_1;1050010;A043008;A028721;2014JJ00;1021,4;;None
171;1050010_2;1050010;A043008;A028721;2014JJ00;14,3;;None
172;1050010_1;1050010;A043008;A028721;2015JJ00;1010,4;;None
173;1050010_2;1050010;A043008;A028721;2015JJ00;14,1;;None
174;1050010_1;1050010;A043008;A028721;2016JJ00;1012,1;;None
175;1050010_2;1050010;A043008;A028721;2016JJ00;14;;None
176;1050010_1;1050010;A043008;A028721;2017JJ00;1014;;None
177;1050010_2;1050010;A043008;A028721;2017JJ00;13,8;;None
178;1050010_1;1050010;A043008;A028721;2018JJ00;993,9;;None
179;1050010_2;1050010;A043008;A028721;2018JJ00;13,4;;None
180;1050010_1;1050010;A043008;A028721;2019JJ00;971,7;;None
181;1050010_2;1050010;A043008;A028721;2019JJ00;13;;None
182;1050010_1;1050010;A043008;A028721;2020JJ00;981,5;;None
183;1050010_2;1050010;A043008;A028721;2020JJ00;13;;None
184;1050010_1;1050010;A043008;A028721;2021JJ00;941,9;;None
185;1050010_2;1050010;A043008;A028721;2021JJ00;12,4;;None
186;1050010_1;1050010;A043008;A028721;2022JJ00;921,7;;None
187;1050010_2;1050010;A043008;A028721;2022JJ00;12;;None
188;1050010_1;1050010;A043008;A028721;2023JJ00;940;;None
189;1050010_2;1050010;A043008;A028721;2023JJ00;12,1;;None
190;1050010_1;1050010;A043008;A028721;2024JJ00;925,3;;None
191;1050010_2;1050010;A043008;A028721;2024JJ00;11,8;;None
192;1050010_1;1050010;A043008;A028724;2011JJ00;481;;None
193;1050010_2;1050010;A043008;A028724;2011JJ00;7,3;;None
194;1050010_1;1050010;A043008;A028724;2012JJ00;516,1;;None
195;1050010_2;1050010;A043008;A028724;2012JJ00;7,7;;None
196;1050010_1;1050010;A043008;A028724;2013JJ00;539,1;;None
197;1050010_2;1050010;A043008;A028724;2013JJ00;8;;None
198;1050010_1;1050010;A043008;A028724;2014JJ00;521,9;;None
199;1050010_2;1050010;A043008;A028724;2014JJ00;7,7;;None
200;1050010_1;1050010;A043008;A028724;2015JJ00;527,8;;None
201;1050010_2;1050010;A043008;A028724;2015JJ00;7,8;;None
202;1050010_1;1050010;A043008;A028724;2016JJ00;548,9;;None
203;1050010_2;1050010;A043008;A028724;2016JJ00;8;;None
204;1050010_1;1050010;A043008;A028724;2017JJ00;562,2;;None
205;1050010_2;1050010;A043008;A028724;2017JJ00;8,2;;None
206;1050010_1;1050010;A043008;A028724;2018JJ00;569,4;;None
207;1050010_2;1050010;A043008;A028724;2018JJ00;8,2;;None
208;1050010_1;1050010;A043008;A028724;2019JJ00;574,1;;None
209;1050010_2;1050010;A043008;A028724;2019JJ00;8,2;;None
210;1050010_1;1050010;A043008;A028724;2020JJ00;582,8;;None
211;1050010_2;1050010;A043008;A028724;2020JJ00;8,3;;None
212;1050010_1;1050010;A043008;A028724;2021JJ00;572;;None
213;1050010_2;1050010;A043008;A028724;2021JJ00;8;;None
214;1050010_1;1050010;A043008;A028724;2022JJ00;560,4;;None
215;1050010_2;1050010;A043008;A028724;2022JJ00;7,8;;None
216;1050010_1;1050010;A043008;A028724;2023JJ00;553,9;;None
217;1050010_2;1050010;A043008;A028724;2023JJ00;7,7;;None
218;1050010_1;1050010;A043008;A028724;2024JJ00;543,9;;None
219;1050010_2;1050010;A043008;A028724;2024JJ00;7,5;;None
220;1050010_1;1050015;1050290;A028721;2011JJ00;277,4;;None
221;1050010_2;1050015;1050290;A028721;2011JJ00;11,8;;None
222;1050010_1;1050015;1050290;A028721;2012JJ00;324,2;;None
223;1050010_2;1050015;1050290;A028721;2012JJ00;13,6;;None
224;1050010_1;1050015;1050290;A028721;2013JJ00;365,3;;None
225;1050010_2;1050015;1050290;A028721;2013JJ00;15,1;;None
226;1050010_1;1050015;1050290;A028721;2014JJ00;354,9;;None
227;1050010_2;1050015;1050290;A028721;2014JJ00;14,7;;None
228;1050010_1;1050015;1050290;A028721;2015JJ00;349;;None
229;1050010_2;1050015;1050290;A028721;2015JJ00;14,2;;None
230;1050010_1;1050015;1050290;A028721;2016JJ00;349,7;;None
231;1050010_2;1050015;1050290;A028721;2016JJ00;13,9;;None
232;1050010_1;1050015;1050290;A028721;2017JJ00;367,3;;None
233;1050010_2;1050015;1050290;A028721;2017JJ00;14,3;;None
234;1050010_1;1050015;1050290;A028721;2018JJ00;363,9;;None
235;1050010_2;1050015;1050290;A028721;2018JJ00;13,9;;None
236;1050010_1;1050015;1050290;A028721;2019JJ00;354,7;;None
237;1050010_2;1050015;1050290;A028721;2019JJ00;13,4;;None
238;1050010_1;1050015;1050290;A028721;2020JJ00;322,9;;None
239;1050010_2;1050015;1050290;A028721;2020JJ00;12;;None
240;1050010_1;1050015;1050290;A028721;2021JJ00;307,8;;None
241;1050010_2;1050015;1050290;A028721;2021JJ00;11,3;;None
242;1050010_1;1050015;1050290;A028721;2022JJ00;186,3;;None
243;1050010_2;1050015;1050290;A028721;2022JJ00;6,7;;None
244;1050010_1;1050015;1050290;A028721;2023JJ00;160,5;;None
245;1050010_2;1050015;1050290;A028721;2023JJ00;5,6;;None
246;1050010_1;1050015;1050290;A028724;2011JJ00;89,2;;None
247;1050010_2;1050015;1050290;A028724;2011JJ00;4,2;;None
248;1050010_1;1050015;1050290;A028724;2012JJ00;99;;None
249;1050010_2;1050015;1050290;A028724;2012JJ00;4,6;;None
250;1050010_1;1050015;1050290;A028724;2013JJ00;111,7;;None
251;1050010_2;1050015;1050290;A028724;2013JJ00;5,1;;None
252;1050010_1;1050015;1050290;A028724;2014JJ00;116,2;;None
253;1050010_2;1050015;1050290;A028724;2014JJ00;5,3;;None
254;1050010_1;1050015;1050290;A028724;2015JJ00;134;;None
255;1050010_2;1050015;1050290;A028724;2015JJ00;6;;None
256;1050010_1;1050015;1050290;A028724;2016JJ00;145,7;;None
257;1050010_2;1050015;1050290;A028724;2016JJ00;6,4;;None
258;1050010_1;1050015;1050290;A028724;2017JJ00;152,4;;None
259;1050010_2;1050015;1050290;A028724;2017JJ00;6,6;;None
260;1050010_1;1050015;1050290;A028724;2018JJ00;160;;None
261;1050010_2;1050015;1050290;A028724;2018JJ00;6,9;;None
262;1050010_1;1050015;1050290;A028724;2019JJ00;165,6;;None
263;1050010_2;1050015;1050290;A028724;2019JJ00;7;;None
264;1050010_1;1050015;1050290;A028724;2020JJ00;153,9;;None
265;1050010_2;1050015;1050290;A028724;2020JJ00;6,4;;None
266;1050010_1;1050015;1050290;A028724;2021JJ00;150,8;;None
267;1050010_2;1050015;1050290;A028724;2021JJ00;6,2;;None
268;1050010_1;1050015;1050290;A028724;2022JJ00;78,2;;None
269;1050010_2;1050015;1050290;A028724;2022JJ00;3,1;;None
270;1050010_1;1050015;1050290;A028724;2023JJ00;31,8;;None
271;1050010_2;1050015;1050290;A028724;2023JJ00;1,3;;None
272;1050010_1;1050015;A043009;A028721;2011JJ00;279,5;;None
273;1050010_2;1050015;A043009;A028721;2011JJ00;11,9;;None
274;1050010_1;1050015;A043009;A028721;2012JJ00;297,4;;None
275;1050010_2;1050015;A043009;A028721;2012JJ00;12,4;;None
276;1050010_1;1050015;A043009;A028721;2013JJ00;311,5;;None
277;1050010_2;1050015;A043009;A028721;2013JJ00;12,9;;None
278;1050010_1;1050015;A043009;A028721;2014JJ00;320,2;;None
279;1050010_2;1050015;A043009;A028721;2014JJ00;13,2;;None
280;1050010_1;1050015;A043009;A028721;2015JJ00;332,4;;None
281;1050010_2;1050015;A043009;A028721;2015JJ00;13,5;;None
282;1050010_1;1050015;A043009;A028721;2016JJ00;343,5;;None
283;1050010_2;1050015;A043009;A028721;2016JJ00;13,7;;None
284;1050010_1;1050015;A043009;A028721;2017JJ00;353,6;;None
285;1050010_2;1050015;A043009;A028721;2017JJ00;13,8;;None
286;1050010_1;1050015;A043009;A028721;2018JJ00;350,3;;None
287;1050010_2;1050015;A043009;A028721;2018JJ00;13,4;;None
288;1050010_1;1050015;A043009;A028721;2019JJ00;346,4;;None
289;1050010_2;1050015;A043009;A028721;2019JJ00;13,1;;None
290;1050010_1;1050015;A043009;A028721;2020JJ00;351,9;;None
291;1050010_2;1050015;A043009;A028721;2020JJ00;13,1;;None
292;1050010_1;1050015;A043009;A028721;2021JJ00;340;;None
293;1050010_2;1050015;A043009;A028721;2021JJ00;12,5;;None
294;1050010_1;1050015;A043009;A028721;2022JJ00;339,2;;None
295;1050010_2;1050015;A043009;A028721;2022JJ00;12,2;;None
296;1050010_1;1050015;A043009;A028721;2023JJ00;348,5;;None
297;1050010_2;1050015;A043009;A028721;2023JJ00;12,1;;None
298;1050010_1;1050015;A043009;A028721;2024JJ00;340,6;;None
299;1050010_2;1050015;A043009;A028721;2024JJ00;11,7;;None
300;1050010_1;1050015;A043009;A028724;2011JJ00;87;;None
301;1050010_2;1050015;A043009;A028724;2011JJ00;4,1;;None
302;1050010_1;1050015;A043009;A028724;2012JJ00;98;;None
303;1050010_2;1050015;A043009;A028724;2012JJ00;4,5;;None
304;1050010_1;1050015;A043009;A028724;2013JJ00;106,5;;None
305;1050010_2;1050015;A043009;A028724;2013JJ00;4,8;;None
306;1050010_1;1050015;A043009;A028724;2014JJ00;114,9;;None
307;1050010_2;1050015;A043009;A028724;2014JJ00;5,2;;None
308;1050010_1;1050015;A043009;A028724;2015JJ00;126,2;;None
309;1050010_2;1050015;A043009;A028724;2015JJ00;5,6;;None
310;1050010_1;1050015;A043009;A028724;2016JJ00;136,9;;None
311;1050010_2;1050015;A043009;A028724;2016JJ00;6;;None
312;1050010_1;1050015;A043009;A028724;2017JJ00;147;;None
313;1050010_2;1050015;A043009;A028724;2017JJ00;6,4;;None
314;1050010_1;1050015;A043009;A028724;2018JJ00;156,1;;None
315;1050010_2;1050015;A043009;A028724;2018JJ00;6,7;;None
316;1050010_1;1050015;A043009;A028724;2019JJ00;165,8;;None
317;1050010_2;1050015;A043009;A028724;2019JJ00;7;;None
318;1050010_1;1050015;A043009;A028724;2020JJ00;174,6;;None
319;1050010_2;1050015;A043009;A028724;2020JJ00;7,2;;None
320;1050010_1;1050015;A043009;A028724;2021JJ00;175,9;;None
321;1050010_2;1050015;A043009;A028724;2021JJ00;7,2;;None
322;1050010_1;1050015;A043009;A028724;2022JJ00;177,6;;None
323;1050010_2;1050015;A043009;A028724;2022JJ00;7,1;;None
324;1050010_1;1050015;A043009;A028724;2023JJ00;176,7;;None
325;1050010_2;1050015;A043009;A028724;2023JJ00;7;;None
326;1050010_1;1050015;A043009;A028724;2024JJ00;171,1;;None
327;1050010_2;1050015;A043009;A028724;2024JJ00;6,7;;None
328;1050010_1;1050015;A043007;A028721;2011JJ00;450,1;;None
329;1050010_2;1050015;A043007;A028721;2011JJ00;19,2;;None
330;1050010_1;1050015;A043007;A028721;2012JJ00;464,9;;None
331;1050010_2;1050015;A043007;A028721;2012JJ00;19,5;;None
332;1050010_1;1050015;A043007;A028721;2013JJ00;490,9;;None
333;1050010_2;1050015;A043007;A028721;2013JJ00;20,3;;None
334;1050010_1;1050015;A043007;A028721;2014JJ00;496,2;;None
335;1050010_2;1050015;A043007;A028721;2014JJ00;20,5;;None
336;1050010_1;1050015;A043007;A028721;2015JJ00;513,2;;None
337;1050010_2;1050015;A043007;A028721;2015JJ00;20,9;;None
338;1050010_1;1050015;A043007;A028721;2016JJ00;520,6;;None
339;1050010_2;1050015;A043007;A028721;2016JJ00;20,8;;None
340;1050010_1;1050015;A043007;A028721;2017JJ00;532,5;;None
341;1050010_2;1050015;A043007;A028721;2017JJ00;20,7;;None
342;1050010_1;1050015;A043007;A028721;2018JJ00;524;;None
343;1050010_2;1050015;A043007;A028721;2018JJ00;20,1;;None
344;1050010_1;1050015;A043007;A028721;2019JJ00;515;;None
345;1050010_2;1050015;A043007;A028721;2019JJ00;19,4;;None
346;1050010_1;1050015;A043007;A028721;2020JJ00;522,8;;None
347;1050010_2;1050015;A043007;A028721;2020JJ00;19,4;;None
348;1050010_1;1050015;A043007;A028721;2021JJ00;507,2;;None
349;1050010_2;1050015;A043007;A028721;2021JJ00;18,6;;None
350;1050010_1;1050015;A043007;A028721;2022JJ00;509,8;;None
351;1050010_2;1050015;A043007;A028721;2022JJ00;18,3;;None
352;1050010_1;1050015;A043007;A028721;2023JJ00;519,5;;None
353;1050010_2;1050015;A043007;A028721;2023JJ00;18,1;;None
354;1050010_1;1050015;A043007;A028721;2024JJ00;505,2;;None
355;1050010_2;1050015;A043007;A028721;2024JJ00;17,4;;None
356;1050010_1;1050015;A043007;A028724;2011JJ00;206,8;;None
357;1050010_2;1050015;A043007;A028724;2011JJ00;9,8;;None
358;1050010_1;1050015;A043007;A028724;2012JJ00;225,6;;None
359;1050010_2;1050015;A043007;A028724;2012JJ00;10,4;;None
360;1050010_1;1050015;A043007;A028724;2013JJ00;242,5;;None
361;1050010_2;1050015;A043007;A028724;2013JJ00;11;;None
362;1050010_1;1050015;A043007;A028724;2014JJ00;243,8;;None
363;1050010_2;1050015;A043007;A028724;2014JJ00;11;;None
364;1050010_1;1050015;A043007;A028724;2015JJ00;255;;None
365;1050010_2;1050015;A043007;A028724;2015JJ00;11,4;;None
366;1050010_1;1050015;A043007;A028724;2016JJ00;271,7;;None
367;1050010_2;1050015;A043007;A028724;2016JJ00;12;;None
368;1050010_1;1050015;A043007;A028724;2017JJ00;285,2;;None
369;1050010_2;1050015;A043007;A028724;2017JJ00;12,4;;None
370;1050010_1;1050015;A043007;A028724;2018JJ00;294,1;;None
371;1050010_2;1050015;A043007;A028724;2018JJ00;12,6;;None
372;1050010_1;1050015;A043007;A028724;2019JJ00;299,6;;None
373;1050010_2;1050015;A043007;A028724;2019JJ00;12,6;;None
374;1050010_1;1050015;A043007;A028724;2020JJ00;309,1;;None
375;1050010_2;1050015;A043007;A028724;2020JJ00;12,8;;None
376;1050010_1;1050015;A043007;A028724;2021JJ00;307,3;;None
377;1050010_2;1050015;A043007;A028724;2021JJ00;12,6;;None
378;1050010_1;1050015;A043007;A028724;2022JJ00;308;;None
379;1050010_2;1050015;A043007;A028724;2022JJ00;12,3;;None
380;1050010_1;1050015;A043007;A028724;2023JJ00;306,4;;None
381;1050010_2;1050015;A043007;A028724;2023JJ00;12,1;;None
382;1050010_1;1050015;A043007;A028724;2024JJ00;299,1;;None
383;1050010_2;1050015;A043007;A028724;2024JJ00;11,7;;None
384;1050010_1;1050015;A043008;A028721;2011JJ00;582,9;;None
385;1050010_2;1050015;A043008;A028721;2011JJ00;24,9;;None
386;1050010_1;1050015;A043008;A028721;2012JJ00;598,7;;None
387;1050010_2;1050015;A043008;A028721;2012JJ00;25,1;;None
388;1050010_1;1050015;A043008;A028721;2013JJ00;628,8;;None
389;1050010_2;1050015;A043008;A028721;2013JJ00;26;;None
390;1050010_1;1050015;A043008;A028721;2014JJ00;628,2;;None
391;1050010_2;1050015;A043008;A028721;2014JJ00;25,9;;None
392;1050010_1;1050015;A043008;A028721;2015JJ00;644,4;;None
393;1050010_2;1050015;A043008;A028721;2015JJ00;26,2;;None
394;1050010_1;1050015;A043008;A028721;2016JJ00;654,3;;None
395;1050010_2;1050015;A043008;A028721;2016JJ00;26,1;;None
396;1050010_1;1050015;A043008;A028721;2017JJ00;668;;None
397;1050010_2;1050015;A043008;A028721;2017JJ00;26;;None
398;1050010_1;1050015;A043008;A028721;2018JJ00;659,2;;None
399;1050010_2;1050015;A043008;A028721;2018JJ00;25,3;;None
400;1050010_1;1050015;A043008;A028721;2019JJ00;648,7;;None
401;1050010_2;1050015;A043008;A028721;2019JJ00;24,4;;None
402;1050010_1;1050015;A043008;A028721;2020JJ00;659,1;;None
403;1050010_2;1050015;A043008;A028721;2020JJ00;24,4;;None
404;1050010_1;1050015;A043008;A028721;2021JJ00;636;;None
405;1050010_2;1050015;A043008;A028721;2021JJ00;23,3;;None
406;1050010_1;1050015;A043008;A028721;2022JJ00;633,2;;None
407;1050010_2;1050015;A043008;A028721;2022JJ00;22,7;;None
408;1050010_1;1050015;A043008;A028721;2023JJ00;647,5;;None
409;1050010_2;1050015;A043008;A028721;2023JJ00;22,6;;None
410;1050010_1;1050015;A043008;A028721;2024JJ00;637,7;;None
411;1050010_2;1050015;A043008;A028721;2024JJ00;22;;None
